ticket_system,title,overall_text,pros_text,cons_text,overall_rating,ease_of_use,customer_service,features,value_for_money,likelihood_to_recommend,Ticket Creation and Assignment,Automated Ticket Routing,Status Tracking and Updates,Priority and SLA Management,Customer and Agent Portals,Knowledge Base Integration,Email Notifications and Alerts,Reporting and Analytics,Customizable Workflows,"Multi-Channel Support (Email, Chat, Phone)"
Jira Service Management,Jira service desk,Its nice to have,Configurable setup of form and support email,The licenses of 3 with one going away for the admin,5,5,4,4,5,9,1,-1,0,0,0,0,1,0,0,0
Jira Service Management,Issue Reporting Tool,"Pros:Tool does its job with facilitating the issue management and reporting process. Ability to upload related documents, comment, and track statuses through resolution.","Cons:I do face constraints with sharing and adding a viewer to an issue, this may be permissions related.",,3,3,,3,,7,1,0,1,0,-1,0,0,1,0,0
Jira Service Management,,,,,4,2,3,4,3,7,0,0,0,0,0,0,0,0,0,0
Jira Service Management,,,,,4,3,5,5,4,7,0,0,0,0,0,0,0,0,0,0
Jira Service Management,good to manage task and project,Pros:It's convenient for managers to track and assign tasks to different persons.,Cons:Just a new user to JIRA so it's not that familiar with all the functions and tips.,,4,4,,3,,8,1,0,1,0,0,-1,0,0,0,0
Jira Service Management,Great for IT support,We use it to create support tickets for our IT team. Support tickets are created for onboarding needs and when new employees need to create an email address.,I like that this allows me to put in help tickets to our IT team and reduces email traffic. It also tracks support tickets to show me when they are complete.,There is nothing that I do not like about this software. It has only made my life and the IT team at my company's lives easier.,5,5,5,5,5,10,1,0,1,0,0,0,0,0,0,0
Jira Service Management,Great solution if you are already in the Atlassian ecosystem,"Pros:Works seamless with other Atlassian products such as JiraEasy to use and setup, yet full of customization","Cons:Look and feel of JiraKind of SlowIf you are not in the Atlassian ecosystem, better to stay out",,3,4,5,3,4,8,1,-1,0,0,0,0,0,0,1,0
Jira Service Management,Very nice stats for improvement,"Jira Service Desk has very powerful and customizing SLA, we use it to keep track of every ticket and engage our customer with our quick responses.Keep in mind that JSD work with JIRA built in workflow, so you can customize your workflow as how the work is done in your company.It would be better for us if the SLA could publish to customer, for more transparent comunication.",,,4,4,5,,,,0,0,0,1,0,0,0,0,1,0
Jira Service Management,Wonderful product,We use this to submit tickets to our IT Department.,This has really helped our organization in terms of streamlining service tickets that are requested to our IT department.It makes it easy to follow up and view what is happening with your ticket.,There are no negative features that I can think of.This is a very simple software to use and I have not encountered any issues.,4,5,,4,,9,1,0,1,0,0,0,0,0,0,0
Jira Service Management,Jira,Not as easy as it should be to find what I am looking for on the site.,,,3,3,,3,,5,0,0,0,0,0,-1,0,0,0,0
Jira Service Management,"Service Desk. Good Potentialities, room to improve","Service Desk has good potentialities, it is very easy to set-up and use.There is still room to improve in its features.Still something to do regarding management of custom fields in the SD screens and SLA functionality.","Vendor ResponseBy Atlassian on December 10, 2014Thanks for the feedback! We'd love to hear more about how you'd like these features to be improved. Let's continue the conversation and pass it along to the team.","Vendor ResponseBy Atlassian on December 10, 2014",3,3,3,,,,1,0,0,-1,0,0,0,0,1,0
Jira Service Management,JIRA Service Management in our company,"Pros:Good Ticketing System, Seamless Collaboration, Agile Methodology Support.","Cons:Complexity for Novice Users, Dependencies on Other Atlassian Products",,4,3,4,4,4,6,1,1,0,0,0,-1,0,0,1,0
Jira Service Management,I support clients with JSD in consulting and training,"Pros:SLAs, Issue queues, customer dashboard, request types are all great features unique to JSD.","Cons:Customization and functionality around new features needs to be more robust. Customer permissions. email parsing, dashboard options all should have more functionality",,4,4,,2,3,7,0,0,0,1,0,0,0,0,-1,1
Jira Service Management,"Decent product, but requires a lot of customization","Very flexible. But... It takes a lot to configure. It would be nice if there was a way to close a Service Desk or choose a template.Right now, for each new service desk we do the following:* Remove all Service Types* Add our own Service Types* Add appropriate fields to each Service Type* Update Service Request Security* Add customers",,,4,2,4,,,,-1,0,0,0,0,0,0,0,1,0
Jira Service Management,It was great and the team understand it at first sight!,"Service Desk was there 20 days after taking a buying choice and it was great in every level. The team of operators only required 30 minutes of training and they are very happy with the tool.After 8 months of working we are controlling 2000 tickets/month without troubles, and with a long way ahead of sla, mail handling and knowledge sharing projects.",,,5,5,4,,,,1,-1,1,0,1,1,0,0,0,0
Jira Service Management,Didn't work for my customers,"This is a great internal tool for a company. But if you try and take it outside to our customers that are using our application, it really isn't designed for that market. We had to go with Zendesk. The ability to create tickets that are linked to the main issue to get assigned to the proper resources to fix is not user friendly at all.",,,2,2,3,,,,-1,0,0,0,-1,0,0,0,0,0
Jira Service Management,JIRA helps to solve a problems,Pros:For users is easy to write a ticket and send it to required person.,Cons:The upload file size could have been more.,,3,3,5,4,2,10,1,0,0,0,0,0,0,0,0,0
Jira Service Management,Help desk made easy,I envision great possibilities for integration with other JIRA services. Using it as a help desk is just the beginning for me.,I like how simple the help desk becomes with the use of this tool. I can access the materials very easily.,"Cost can be very high for small businesses, but if you have the budget, it's worth the price.",4,3,3,4,4,7,-1,0,0,0,0,1,0,0,0,0
Jira Service Management,Quick IT Help,Pros:It's a quick way to get IT help and track all previous requests!,"Cons:The interface. It's not as clean as some other service platforms, but it is so easy to use that you quickly forget about that.",,5,5,,5,,7,1,0,1,0,-1,0,0,0,0,0
Jira Service Management,Great but not user friendly,I've had to take some time to learn this application although once I knew the basics on how to navigate within the application it became easier to understand,"Great for project management,if teams or multiple people are collaborating on a project this is a great product,it helps everyone stay up to date in real time","Not easy to use,learning curve,not user friendly",4,2,4,4,4,7,1,0,-1,0,0,0,0,1,0,0
Jira Service Management,Great for tracking issues and projects,good and bad. If used correctly and programmed to a specific company it can be useful.,Good app for tracking tickets and issues quick and responsive. love how can you customize the whole dashboard,The customization can be too complicated. when there are large about of mini-tasks some of them can get lost. Unable to merge issues to another project.,3,3,,3,,6,-1,0,1,0,0,0,0,0,1,0
Jira Service Management,Service Desk has changed the way we take in Demand,Atlassian's service desk has been a great tool for helping us change the way we pull in demand from internal and external stakeholders. It's been an excellent tool and continues to grow. The fact that it integrates with the other Atlassian tools we use has also helped us expand the way we use their toolsets.,,,4,4,5,,,,1,0,0,0,1,1,0,0,0,0
Jira Service Management,Logiciel de gestion des projets informatiques,"Pros:Avec ce logiciel de gestion, une meilleure solution de la croissance des projets informatiques, les équipes Informatiques, commerciales et d'exploitation fonctionnent à grande vitesse. Grâce à la plateforme collaborative de JIRA, les équipes donnent accès à une meilleure expérience facilement, conjuguant leurs expertises afin d'obtenir encore plus de d'impact.",Cons:L'usage de ce logiciel ne présente aucun inconvénient.,,5,5,5,5,5,10,1,0,1,0,1,0,0,0,0,0
Jira Service Management,Great tool for managing end user support,"This software has saved my team time in managing user support requests and improved response times as well.Atlassian is constantly improving their products, and their support team is also using this product. The integration with Jira is great. I feel overall this is well worth the cost.",,,4,4,4,,,,1,0,1,0,0,0,0,1,0,0
